Box size: max: 28.496098 min: 3.5039283 in Ang
Timestep: 0.5
T: 673
Chunk 1 of size 2ps
Start time: 2.0ps
Lag    Lag (in ps)     Auto-correlation     Integral(acf)        Conductivity
2522      1.261          -1.12128784262193e-05    0.0015073406240070667    0.8891166013510265
2524      1.262          -1.0963358412171358e-05    0.001496252505587872    0.8825761883831572
2526      1.263          -1.0696158328737945e-05    0.0014854227472174165    0.8761881711013069
2528      1.264          -1.0411447202964343e-05    0.0014748689444515654    0.8699629283810797
2530      1.265          -1.01094920578243e-05    0.0014646084748211712    0.8639107104943291
2532      1.266          -9.790571860029192e-06    0.0014546584428622444    0.8580416066847752
2534      1.267          -9.454942939293908e-06    0.0014450356854625824    0.8523655483217567
2536      1.268          -9.102871184206997e-06    0.0014357567784008323    0.8468923127573468
2538      1.269          -8.73462840054873e-06    0.0014268380286084547    0.8416315187620131
2540      1.27          -8.350501009223852e-06    0.0014182954639035683    0.8365926204690455
2542      1.271          -7.950755745810701e-06    0.0014101448355260506    0.8317849088699054
2544      1.272          -7.535644404652072e-06    0.0014024016354508197    0.8272175220265997
2546      1.273          -7.1053984671617336e-06    0.0013950811140149132    0.8228994554691498
2548      1.274          -6.660044951629051e-06    0.0013881983923055173    0.8188396284885466
2550      1.275          -6.199318226793948e-06    0.0013817687107163064    0.8150470307496419
2552      1.276          -5.722861066130373e-06    0.0013758076210698437    0.8115308356160416
2554      1.277          -5.2305755262985206e-06    0.0013703309027736296    0.8083003506940988
2556      1.278          -4.722933639880305e-06    0.0013653541481905397    0.8053647732604381
2558      1.279          -4.201140176549872e-06    0.0013608921112823252    0.8027328060542548
2560      1.28          -3.6671717837886178e-06    0.0013569579553021557    0.8004122135229036
2562      1.281          -3.1237631257761177e-06    0.0013535624878473727    0.7984093706118108
2564      1.282          -2.57437682934392e-06    0.0013507134178698133    0.79672882450623
2566      1.283          -2.023072392604323e-06    0.0013484146932588384    0.7953729038994338
2568      1.284          -1.474272117543134e-06    0.0013466660210037645    0.79434143595679
2570      1.285          -9.324745048155544e-07    0.0013454626476925857    0.7936316168412224
2572      1.286          -4.019811050260586e-07    0.0013447954198876648    0.7932380473262834
2574      1.287          1.1328503797813925e-07    0.0013446510718541412    0.7931529025149952
2576      1.288          6.098700055629358e-07    0.001345012649375912    0.7933661818310048
2578      1.289          1.0848359484929947e-06    0.0013458600023529398    0.7938659995809417
2580      1.29          1.5358078142975582e-06    0.0013471703242343347    0.7946389031432198
2582      1.291          1.961083057941283e-06    0.0013489187696704543    0.7956702372949379
2584      1.292          2.3597798246994526e-06    0.0013510792011117746    0.7969445845990345
2586      1.293          2.731958223131597e-06    0.0013536250701356896    0.7984462852617623
2588      1.294          3.078560882180853e-06    0.001356530329688346    0.8001599752256363
2590      1.295          3.4011349312531452e-06    0.0013597701775950634    0.8020710247348422
2592      1.296          3.7014806021561414e-06    0.001363321485361768    0.804165791267101
2594      1.297          3.981403957169168e-06    0.0013671629276414306    0.8064316959004545
2596      1.298          4.242575979884801e-06    0.0013712749176099572    0.8088571851942327
2598      1.299          4.486531336612603e-06    0.0013756394712682064    0.8114316511465405
2600      1.3          4.7146828644970555e-06    0.0013802400783687607    0.8141453550594108
2602      1.301          4.928442931730145e-06    0.0013850616412668746    0.8169893914695586
2604      1.302          5.129272139462224e-06    0.0013900904988024708    0.8199557022353638
2606      1.303          5.318687428913437e-06    0.001395314478586659    0.8230371073784805
2608      1.304          5.4982555052966625e-06    0.0014007229500537632    0.8262273363769879
2610      1.305          5.669409006477056e-06    0.0014063067823096497    0.8295210033018998
2612      1.306          5.833327435008235e-06    0.0014120581505303927    0.832913492619909
2614      1.307          5.991001292240913e-06    0.0014179703148940173    0.8364008287945558
2616      1.308          6.1434531329438915e-06    0.0014240375421066091    0.8399796299977926
2618      1.309          6.29184490960021e-06    0.0014302551911278818    0.8436471586758769
2620      1.31          6.437258210031221e-06    0.001436619742687697    0.8474013389599212
2622      1.311          6.580410024859862e-06    0.0014431285768051428    0.8512406254337884
2624      1.312          6.7216064400902e-06    0.001449779585037619    0.8551637744161974
2626      1.313          6.861000940202798e-06    0.001456570888727765    0.8591696777664788
2628      1.314          6.9989369903205416e-06    0.0014635008576930272    0.8632573739087631
2630      1.315          7.136140017837925e-06    0.0014705683961971057    0.8674262165144636
2632      1.316          7.273714273372479e-06    0.001477773323342711    0.8716760988799058
2634      1.317          7.413022050983888e-06    0.0014851166915048897    0.8760076417567036
2636      1.318          7.5555523561810885e-06    0.001492600978708472    0.8804223068270938
2638      1.319          7.702774201809094e-06    0.0015002301419874669    0.8849224281783911
2640      1.32          7.85599975995209e-06    0.0015080095289683477    0.8895111601497007
2642      1.321          8.01617806669495e-06    0.0015159456178816715    0.8941923239757483
2644      1.322          8.183581381809683e-06    0.0015240454976059234    0.8989701010866937
2646      1.323          8.357483740482472e-06    0.00153231603016707    0.9038485391019722
2648      1.324          8.536323138715189e-06    0.0015407629336066687    0.9088310108529101
2650      1.325          8.718566241907787e-06    0.00154939037829698    0.9139199762660505
2652      1.326          8.903403875527147e-06    0.0015582013633556975    0.9191172043943125
2654      1.327          9.090476134090669e-06    0.0015671983033605065    0.9244241194951407
2656      1.328          9.279117051666942e-06    0.0015763830999533856    0.9298418432668599
2658      1.329          9.468089745998334e-06    0.0015857567033522183    0.935370936202886
2660      1.33          9.65581065201444e-06    0.0015953186535512245    0.9410111269652284
2662      1.331          9.84059696270378e-06    0.001605066857358584    0.9467611808683971
2664      1.332          1.002078395287933e-05    0.0016149975478163747    0.9526188759429369
2666      1.333          1.0194760555160601e-05    0.0016251053200703946    0.9585810240935213
2668      1.334          1.036096831567746e-05    0.001635383184505814    0.9646435024414305
2670      1.335          1.0517960058909106e-05    0.001645822648693107    0.970801301660997
2672      1.336          1.0664482753291994e-05    0.0016564138700992078    0.9770486160574704
2674      1.337          1.0799541439559934e-05    0.0016671458821956335    0.9833789769386533
2676      1.338          1.0922410596735658e-05    0.0016780068582137814    0.9897854081930167
2678      1.339          1.1032607322350173e-05    0.001688984367173324    0.9962605773100427
2680      1.34          1.1129843311157566e-05    0.0017000655924900784    1.0027969243277766
2682      1.341          1.1213925705322786e-05    0.0017112374769983184    1.0093867473753677
2684      1.342          1.1284615124150935e-05    0.0017224867474130556    1.016022217102337
2686      1.343          1.1341491250500413e-05    0.0017337998006003814    1.022695309594251
2688      1.344          1.1383902177674475e-05    0.001745162497314468    1.0293976847068875
2690      1.345          1.1410893445451885e-05    0.001756559895126031    1.0361205285320105
2692      1.346          1.1421222983315217e-05    0.001767975953340415    1.0428543793410037
2694      1.347          1.1413431175670718e-05    0.0017793932804199076    1.0495889785999593
2696      1.348          1.1386053337974041e-05    0.00179079302267673    1.0563132053143691
2698      1.349          1.1337810440388685e-05    0.0018021549545659118    1.0630151292890817
2700      1.35          1.1267755192791928e-05    0.0018134577373825015    1.0696821637228646
2702      1.351          1.1175325205839685e-05    0.0018246792775818178    1.076301276566395
2704      1.352          1.1060407000826329e-05    0.0018357971436851507    1.0828592364373317
2706      1.353          1.0923421377998887e-05    0.0018467890578745634    1.0893429025913377
2708      1.354          1.0765405864471e-05    0.0018576334714957982    1.0957395643869476
2710      1.355          1.0588094762494395e-05    0.0018683102218092808    1.102037328675262
2712      1.356          1.0393906903339744e-05    0.0018788012226421975    1.10822552718645
2714      1.357          1.0185898268564559e-05    0.0018890911252281498    1.114295106331165
2716      1.358          9.967575439230662e-06    0.0018991678620820475    1.1202389480093844
2718      1.359          9.742415274426079e-06    0.0019090228574388758    1.1260519937393534
2720      1.36          9.513433311465556e-06    0.0019186507817318217    1.1317310998345986
2722      1.361          9.283015523247124e-06    0.0019280490061491778    1.137274715670069
2724      1.362          9.053030918340987e-06    0.0019372170293699724    1.1426825455376877
2726      1.363          8.824985879069073e-06    0.0019461560377686772    1.1479552892296718
2728      1.364          8.600059769303077e-06    0.001954868560592863    1.153094438642391
2730      1.365          8.379018538148205e-06    0.0019633580997465887    1.1581020594012152
2732      1.366          8.162302659466285e-06    0.0019716287603453965    1.1629805729405047
2734      1.367          7.950237769315093e-06    0.0019796850305597866    1.1677326266425687
